wallet,score
0x342491c093a640c7c2347c4ffa7d8b9cbc84d1eb,100.0
0x352423e2fa5d5c99343d371c9e3bc56c87723cc7,87.58630310909618
0x8888882f8f843896699869179fb6e4f7e3b58888,85.79935645366872
0x10d88638be3c26f3a47d861b8b5641508501035d,84.95059607678688
0xb99cc7e10fe0acc68c50c7829f473d81e23249cc,60.513829505527475
0xed0c6079229e2d407672a117c22b62064f4a4312,57.745286550601925
0xdbebc7fc0d343cc31efee75c5a3f8982a39c3268,43.839509904555214
0x1676055fe954ee6fc388f9096210e5ebe0a9070c,38.98323738815012
0x466e89db9e88a69367e4e9aae5b6ff508f8e2cfe,35.835805588219564
0xabde2f02fe84e083e1920471b54c3612456365ef,34.12821742140473
0x8aceab8167c80cb8b3de7fa6228b889bb1130ee8,33.50069108530607
0xd55684f4369040c12262949ff78299f2bc9db735,30.14079200450051
0xc91f493d7ded10623e356a52455dbb715f51b3c6,29.702539694836936
0x6d7ccd6d3e4948579891f90e98c1bb09a8c677ea,28.688149691371816
0xab50dd1c57938218627df2311ef65b4e2e84af48,26.34345979809391
0x444624b9777e41e648c4019cc86cf0b6738f39bf,22.373781693053505
0x716034c25d9fb4b38c837afe417b7f2b9af3e9ae,21.358766098326722
0x1344a36a1b56144c3bc62e7757377d288fde0369,20.564409787979752
0x4dd20498457b967dc5e79efd5020d9f0fb0b0eb0,20.45437419285987
0xf8587bfb4d3e0b31029efa09d595ee6179ddfeaa,17.545325457400256
0x9c459eeb3fa179a40329b81c1635525e9a0ef094,17.406857013097753
0x3c01e0cdc9d7c3b548b4e6e6a558d78ea52c1f9e,17.30605057648653
0x56178a0d5f301baf6cf3e1cd53d9863437345bf9,15.948806751153958
0x1eab3b222a5b57474e0c237e7e1c4312c1066855,13.77975179831787
0x7466c91238d6e9c16801b4b885cfc3155af3fce3,12.56126379969361
0x0f1dfef1a40557d279d0de6e49ab306891a638b8,12.052486741526302
0x6fc6f371763371f0fd66e65b157017eb7ce7e1a1,11.998682410952469
0xe84a061897afc2e7ff5fb7e3686717c528617487,11.355578306959083
0xe0f73b8d76d2ad33492f995af218b03564b8ce20,11.285022172898481
0x64c8ce646e0ec31ef0e4d0801ef2e9731a606684,11.063690582761174
0x68963dc7c28a36fcacb0b39ac2d807b0329b9c69,10.903951380721686
0x4bbc507ca4417625e20199644523f4d92df927b1,10.84910474880365
0x99e881e9e89152b0add27c367f0761f0fbe5ddc3,10.485150620415482
0x712d0f306956a6a4b4f9319ad9b9de48c5345996,9.291743870575147
0x739adc03a7d8cea2f0a64d9622a5c346cb0ca1eb,8.752232677987703
0x4655b7ad0b5f5bacb9cf960bbffceb3f0e51f363,8.2949094195368
0x1b570b93a478468a56b334f20e51da2aa55faf98,8.055308816757686
0xc26b5977c42c4fa2dd41750f8658f6bd2b67869c,7.877483197628039
0x66b870ddf78c975af5cd8edc6de25eca81791de1,7.871525677685344
0x7ba7f4773fa7890bad57879f0a1faa0edffb3520,7.682998876221159
0xcaa87bf757a0cb3934d0198f71de320545feb671,7.434528518699362
0xf07766108cdb54082f7b06cad20d6adab1342d46,7.2501955198446
0xe8981aa72d495aa71681c41159c1ec8746ee3fbd,7.184706246652025
0x3f3429d28438cc14133966820b8a9ea61cf1d4f0,7.018643467211375
0x995a09ed0b24ee13fbfcfbe60cad2fb6281b479f,6.9168803802093946
0x2baba0cba8241fda56871589835e0b05ec64ca41,6.755941840626894
0xdde0d6e90bfb74f1dc8ea070cfd0c0180c03ad16,6.62755074673943
0x2be4b204d5e5c4d768f1c388fe99a6d51b70dcb8,6.461575070481209
0xf2f400c138f9fb900576263af0bc7fcde2b1b8a8,6.228193761248449
0x53fb0162bc8d5eec2fb1532923c4f8997bace111,5.90599689314883
0x4aa42145aa6ebf72e164c9bbc74fbd3788045016,5.860421957078311
0x3d2fb958376ee1ca22322b2c226666e414c3cfdd,5.759436682795746
0x892bda0b728bd2f5ad60f349309d32435037caa8,5.666521521275442
0x702a39a9d7d84c6b269efaa024dff4037499bba9,5.646500081790995
0xd48573cda0fed7144f2455c5270ffa16be389d04,5.369027078600816
0x4a2c544fc56cc7e024a336ecb829e39b91d28f51,5.342531800417658
0x53311150764f7eb2999022ed1aa5a8c17bb5fc57,5.305717361468173
0x10bf1dcb5ab7860bab1c3320163c6dddf8dcc0e4,5.090513149340284
0xa9f00c00ea5fd167da64917267e60f9d9430b321,5.082620398777742
0x3751b4466a238db35c39b578d4889cfb6847a46b,5.003308819739303
0xa10e96a72dc5d7333353992c007fa275dc5a2798,4.933297609548575
0x2eb953f992d4fa6e769fabf25d8218f21b793558,4.840331390071639
0xb99a2c4c1c4f1fc27150681b740396f6ce1cbcf5,4.688050214861756
0x741aa7cfb2c7bf2a1e7d4da2e3df6a56ca4131f3,4.67264703079386
0x71a91c9202c8091c62c630ca2de44b333ddcd0d7,4.631862861336543
0x07d174df93bc8e90709846a69d571afcf587f507,4.424679012196197
0xcc907531db31dac206b5faac12702641225c7ae5,4.39784914345397
0x31b13fa1c6e786854f62fd0d6cb41d9b64639cf8,4.373026034679339
0x777999be819ffecee44a995560a9d0e97780a30c,4.335086251950067
0x2b3d681b742ce3ff33b613e95698287ed37b618a,4.169104357871953
0x342bf4e93930b576b24df05b44dd845305d87e0d,4.0927827430314725
0x60ee8465dc43245c6c2989b1089e476d3a0a717d,3.8649673462895713
0x6b0f45cad6ddc0b8d7b057e6c2542e958a9899ea,3.7567049515863316
0xedd54cc255ac1fe407f4113ec22a1d82fd5a2f71,3.755485967884147
0x563617b87d8bb3f2f14bb5a581f2e19f80b52008,3.7416455736389365
0x614e57c57e6da7b86bea5be977a95b0f94bf43eb,3.693626135068826
0xc94a3ff0bac12eeb9ff0cc4e08511e1ffad6ba94,3.6389269634368357
0x5b7a52b6d75fb3105c3c37fcc6007eb7ac78f1b8,3.5766573307087586
0xb0449ec1a8a60f95322617d6ed52e1ba1a7beb49,3.5371863043158105
0x8607d5a78e2dd044b29b6d182ed32eb2e9605af5,3.521966594615973
0xf0163f66ec80dda288e753e0a62c8eb71cd38684,3.4427892927927175
0x785b9940eaf44be2b832c61816ff873b97a8ad63,3.4067722567317444
0x30030383d959675ec884e7ec88f05ee0f186cc06,3.3682075316945905
0x6a704a0e46dcc67a6316644372e261e8fb6f658c,3.130423992338578
0xe40eea78752e969022c3dd18ae68713fd003e1c5,3.1098101155629734
0xf368d43f148e1803ec793670183b0ca6a07d3898,2.9941285057375047
0x7e6f6621388047c8a481d963210b514dbd5ea1b9,2.907173097821073
0x562859c109170e59e5a1f14712e36a08c117559f,2.8673307016027394
0x744aaea96d9b290e8270277fb4d5198fbb85d6f5,2.785134998004371
0x65f5ac686dce9bb3d1caccaadffdf7b9f0013bd3,2.769314505997772
0x430a35baa51ddeaccf89092a5edbda47aaae78e4,2.7368456085887396
0x42efd1e0db4ada762cc5092ecbd052de7c6e72e2,2.6487692931739084
0xaa6e8127831c9de45ae56bb1b0d4d4da6e5665bd,2.594534614226518
0x80845058350b8c3df5c3015d8a717d64b3bf9267,2.589375539855119
0x220bda5c8994804ac96ebe4df184d25e5c2196d4,2.587110107893491
0x0cd420966fce68bad79cd82c9a360636cf898c1e,2.5720766895315967
0x2d15fcd5d6849a72f0bda676a1f2f1aede7467f5,2.479883050942714
0xcfc50541c3deaf725ce738ef87ace2ad778ba0c5,2.453540461223937
0x46a0b4fa58141aba23185e79f7047a7dfd0ff100,2.437329343380472
0xfb849f0b58ee2421b788005c15c1485f384de73f,2.424098652460646
0x0141bddf8f0d54acfeed151b456ce5cdda975faf,2.41341591670462
0x334718aa9b9521c683a270c51794a1e23a2a72d6,2.3911470789417284
0xeab23c1e3776fad145e2e3dc56bcf739f6e0a393,2.384566464510304
0xaf589d85646477f815fc297168e2bc7bcda60ee0,2.379093961819032
0x75e163ea819232ac41be1674b159ed2850c2b34a,2.3666695356746037
0x251acec7536e28cc43268f92f1d554e64f421420,2.3655168033631506
0x2c21fa2903d4f8839e8fd6b041c2adf19dbf6540,2.3654530160977894
0x9427fea95842b29720d023bfc0ea8150ea2c4de6,2.3638079127366995
0xc2f61a6eeec48d686901d325cde9233b81c793f3,2.333420505954291
0x1898953dbb2fe4bde72339ab64b7e81fa86b1b08,2.3156859312020814
0x1d6370eeb697632818bc420e47b1baeb2a876498,2.3105499366833997
0xdd6e1a285790d4088fd020c65c764babf44b31e8,2.293949678954959
0x227e93bc160fc34f1f31500dbf83619c6147aedb,2.261443077923996
0x57f74bbda534e65888581c3f252f0b7d2ef79b6f,2.231524609066558
0x99fd1378ca799ed6772fe7bcdc9b30b389518962,2.169884352420641
0x5eea56d346aa5bc5aea1786169e1f4b8699e882d,2.161632163072872
0x92e69b5483180b53ca23be701a69370c7d9df4cf,2.1592711184351665
0xc86c66c430d40523a126795b9f03242740583d12,2.1468806438099666
0x634426c3a318c6a8c1d3fe68d130976c256f60ba,2.0492734858361272
0xac6a6388691f564cb69e4082e2bd4e347a978bf6,2.020096044451114
0x01d2e7cea783b0458ba6b58e93906b19b9741889,1.988442436726707
0x930af7923b8b5f8d3461ad1999ceeb8a62884b19,1.8983548898162006
0x2d9b182d340a9189457e83d6034cca98fc81cc6a,1.8796719570263838
0xb756adb0817e9528b3a1c5c5452b26527f81681b,1.8759109244470729
0xa5b662f5cc0bf744626aff5f260e541f94265c35,1.868791057838083
0xc089c55c2afc78dc179f6c1343312784fd9c372d,1.8678081578711034
0x013ea9319e98713f25a387c2ca66d625b57495d6,1.8624910756640753
0xb8b09a4f91ed97b50816f28f0336f324cc83e5c6,1.8561214284009482
0x3ddfa8ec3052539b6c9549f12cea2c295cff5296,1.8561214284009482
0x378f1cd69e1012cfe8fbeaffec02630190fda4d9,1.8292083668121604
0x11b50686d3983c14c0d0972a5e46e38e0d9b2e14,1.8236173227861954
0x9c483fa4d84a218940bfa02652fcaf01ee8f44f2,1.8229673336495746
0xe14dc1c13027b41c9f256bdf5524f5fa08cc3bb5,1.7939066678354574
0xd3b1849b39c7ce63cf25b7f13c3015bdf2c00b03,1.7793903403367695
0xe18a59a244e6137851ca8b0ecf57456183120907,1.7083079161367194
0xdfe4f07d1f36b8d559b25082460a4f6a72531de2,1.6710419560913612
0x70f979db5da1ec899b3b4f05d64b871e774704b2,1.6268773221096142
0xa5d223c176daab154a3134369d1c0478c5e6fecf,1.5689390481719248
0x8975dbc1b8f25ec994815626d070899dda896511,1.5588257149881057
0xee8e0fcc8bff03ec5f100d02cb7b3196d78863a7,1.4850510388183484
0x9681319f4e60dd165ca2432f30d91bb4dcfdfaa2,1.4848971427207585
